Timestamp,Device_ID,Device_Type,Protocol,Source_IP,Destination_IP,Geo_Location,Packet_Size,Request_Type,Payload_Entropy,CPU_Usage (%),Memory_Usage (%),Temperature (°C),Battery_Level (%),Malicious_Activity,Attack_Type
2024-10-03 12:18:38.801740,DEV-14,Sensor,CoAP,192.168.119.219,192.168.211.26,"(-36.713682, -10.65999)",180,POST,3.3488581993466395,88.30362528124759,56.055438607234095,6.161346178202717,91.39165788960331,0,
2025-01-03 04:22:38.801740,DEV-15,Actuator,CoAP,192.168.46.48,192.168.102.111,"(25.004787, 41.728002)",1382,PUBLISH,3.667451393051504,49.04279099390963,41.06088637256199,-10.281085021641033,34.26353916281711,0,
2024-12-03 11:52:38.801740,DEV-16,Sensor,Modbus,192.168.0.109,192.168.172.80,"(45.369136, 93.210117)",819,POST,5.80004861039295,54.661301164623,43.47575140323945,41.68489127258596,66.79015127348595,1,MITM
2024-09-23 11:19:38.801740,DEV-17,Sensor,MQTT,192.168.244.39,192.168.196.221,"(51.719, -152.220974)",393,POST,4.594300600721688,91.98478942583844,23.45018578172589,32.473480889455004,96.66499966821125,1,DDoS
2024-09-23 02:39:38.801740,DEV-18,Actuator,HTTP,192.168.67.115,192.168.92.226,"(-72.687329, 129.759887)",1487,POST,5.337698697553448,90.0910447921125,46.13237625398619,33.02757507580605,39.02788639885523,0,
2024-10-04 17:49:38.801740,DEV-19,Gateway,OPC-UA,192.168.227.4,192.168.12.105,"(31.285947, 0.033504)",855,GET,6.216394285214049,45.3679264635312,95.3722307163626,25.65795624414809,67.98849651049338,0,
2024-10-27 11:42:38.801740,DEV-20,Gateway,MQTT,192.168.4.175,192.168.197.88,"(-71.7289, 142.897396)",435,POST,6.89762378926551,28.166850531932493,85.19483886059525,15.493047585569677,29.59238110626332,0,
2024-10-30 00:58:38.801740,DEV-21,Sensor,HTTP,192.168.61.216,192.168.139.79,"(2.74843, -109.175687)",1265,POST,2.511003973779764,39.92387302186215,15.378054038558037,-9.502025837555196,26.631231559797463,0,
2024-12-18 16:23:38.801740,DEV-22,Sensor,MQTT,192.168.67.244,192.168.205.101,"(-6.857165, -169.478305)",1005,POST,4.304181642911224,39.38866852444522,3.948297944771172,3.0786420693536236,57.41566664315519,0,
2025-01-05 06:43:38.801740,DEV-23,Actuator,CoAP,192.168.36.117,192.168.77.210,"(-85.838143, 110.305101)",326,GET,6.720864627513599,29.399820623296602,93.41890695894644,-10.415894526617661,97.92645980332182,0,
2024-09-22 12:24:38.801740,DEV-24,Actuator,OPC-UA,192.168.196.45,192.168.162.239,"(-4.682915, -43.365749)",1234,SUBSCRIBE,7.9156090477204515,27.58938082896369,53.148225238194016,30.743919999664023,45.313384872017,0,
2024-12-28 20:35:38.801740,DEV-25,Gateway,HTTP,192.168.52.52,192.168.125.66,"(-5.124536, -120.223379)",509,POST,7.116154488350105,86.24523071149223,54.245944491781465,-8.783985678459649,93.76369703165807,0,
2024-10-23 21:12:38.801740,DEV-26,Gateway,CoAP,192.168.160.188,192.168.249.161,"(59.417577, -178.535906)",1387,SUBSCRIBE,2.9717381009950143,7.9163301477815065,78.29108157494571,29.14794851201799,91.43635202447616,1,
2025-01-26 00:48:38.801740,DEV-27,Actuator,Modbus,192.168.153.70,192.168.18.49,"(-72.824614, 13.069969)",71,POST,1.5613321377492033,68.08350702785982,32.15420841326133,28.45787727171333,25.376261234499474,0,
2025-01-13 23:51:38.801740,DEV-28,Sensor,Modbus,192.168.195.68,192.168.33.43,"(-13.749788, -6.489519)",302,GET,3.91514029925271,18.109185094188778,48.708849314764215,12.151313529390222,40.18194070843274,1,DDoS
2025-01-23 08:36:38.801740,DEV-29,Actuator,CoAP,192.168.73.35,192.168.10.4,"(9.70028, 76.168261)",797,SUBSCRIBE,5.933131614688338,35.10608344601226,96.89762840152702,-10.533994211736339,64.33024784941831,0,
2024-12-25 21:21:38.801740,DEV-30,Gateway,HTTP,192.168.4.84,192.168.27.169,"(10.067751, -129.622334)",906,POST,3.9405525660263807,7.092760379348849,67.5427200063083,2.036057829382571,51.80458844113917,0,
2024-12-03 01:22:38.801740,DEV-31,Sensor,HTTP,192.168.225.179,192.168.46.160,"(41.744788, 26.582701)",524,SUBSCRIBE,3.865446906509348,27.727390048690744,16.220758167582808,2.4065176352886013,9.595852986317432,0,
2024-10-27 19:35:38.801740,DEV-32,Actuator,OPC-UA,192.168.109.77,192.168.182.103,"(-68.791567, 172.516382)",1132,PUBLISH,6.705843368654405,77.07368604060697,14.189448050450977,29.026959320030542,99.36980301271583,0,
2024-12-08 11:05:38.801740,DEV-33,Gateway,CoAP,192.168.210.226,192.168.77.109,"(86.228232, -36.636519)",560,SUBSCRIBE,2.891230232537491,88.61651713017861,21.222211074967532,-12.037988641039297,75.265400121128,1,Spoofing
2025-01-02 23:00:38.801740,DEV-34,Sensor,Modbus,192.168.111.44,192.168.157.33,"(-54.637324, 96.556945)",749,POST,6.878357398493165,22.931188038334337,76.90445576765103,38.034805235126356,43.769403822471176,1,
2024-11-07 07:54:38.801740,DEV-35,Sensor,CoAP,192.168.51.71,192.168.185.161,"(50.939501, -20.872236)",1025,SUBSCRIBE,3.2544384076137884,46.89123608663326,30.242323380220988,33.27051031301398,61.81685496662913,0,
2025-02-12 00:55:38.801740,DEV-36,Sensor,MQTT,192.168.63.196,192.168.228.243,"(-56.890164, 51.27994)",239,POST,2.6258648454267153,47.56208074578343,3.117495820832899,-6.958515727800826,8.757281726623011,0,
2025-02-22 22:29:38.801740,DEV-37,Sensor,HTTP,192.168.179.219,192.168.173.89,"(60.899152, 89.519492)",1007,SUBSCRIBE,3.631919289597592,87.48395527021368,94.47326198706052,30.34150672452226,49.530165368961,0,
2024-09-18 20:51:38.801740,DEV-38,Sensor,MQTT,192.168.161.71,192.168.148.155,"(88.469108, 47.820475)",736,SUBSCRIBE,6.099575669398948,76.51710623470474,17.801628223096156,26.795922702747525,93.08324158174878,0,
2025-02-02 19:44:38.801740,DEV-39,Actuator,Modbus,192.168.126.141,192.168.51.81,"(-20.051925, 72.911258)",1007,GET,1.0080162229119543,51.794644618436934,1.9462604286587895,32.36845600776484,89.66009580549783,0,
2025-02-11 09:08:38.801740,DEV-40,Sensor,HTTP,192.168.43.127,192.168.77.83,"(-27.994919, -34.034585)",612,GET,1.571353726976139,67.40397284670557,24.476028635948975,-6.775001118591387,33.73808454831456,0,
2024-10-16 18:01:38.801740,DEV-41,Actuator,Modbus,192.168.145.13,192.168.212.60,"(75.088996, -111.148229)",1317,SUBSCRIBE,7.611558605304736,84.88815033702731,24.267849924695234,-8.968677449047197,53.136786382133884,1,MITM
2025-01-22 18:41:38.801740,DEV-42,Sensor,Modbus,192.168.154.105,192.168.209.81,"(-70.400743, -130.069934)",881,GET,1.403933019050859,1.9443564485289495,42.778519833726584,-3.4461209854072052,69.73835240876468,0,
2024-12-03 14:53:38.801740,DEV-43,Gateway,Modbus,192.168.96.200,192.168.240.143,"(77.534591, 129.806849)",1204,GET,4.541818543448437,40.88611307395481,92.11859331850364,5.611019220428297,34.000926690790536,0,
2024-11-18 15:02:38.801740,DEV-44,Sensor,OPC-UA,192.168.151.27,192.168.127.58,"(15.953611, 143.740183)",696,PUBLISH,4.634515733295503,90.81707356043079,88.0393068601307,35.55654867250608,6.487921809393848,1,MITM
2024-11-07 06:30:38.801740,DEV-45,Actuator,Modbus,192.168.122.253,192.168.75.227,"(-87.957331, -37.651821)",70,POST,3.9169956964019583,74.29099005355118,46.23256094326037,31.654675623519502,50.54416567178047,0,
2024-10-15 23:46:38.801740,DEV-46,Gateway,Modbus,192.168.197.57,192.168.49.20,"(13.078339, 2.025759)",890,POST,5.157961988614549,54.74129605907339,41.67909059418884,44.78161145949731,60.16357358233364,0,
2024-10-26 21:11:38.801740,DEV-47,Gateway,MQTT,192.168.123.255,192.168.69.195,"(29.68988, 177.651307)",216,PUBLISH,1.8386138063809474,53.43480817647821,55.94589956101027,-15.895930863096918,0.5841600121510249,0,
2025-03-10 22:35:38.801740,DEV-48,Actuator,MQTT,192.168.36.6,192.168.242.194,"(-70.229287, 51.131206)",1347,SUBSCRIBE,4.421298142213986,35.42923966283934,25.10194718520481,-19.19106032900701,9.557537353853062,0,
2025-02-03 16:13:38.801740,DEV-49,Gateway,MQTT,192.168.184.162,192.168.244.87,"(36.452858, -42.023626)",437,GET,2.977386041975177,52.53153283050994,6.166314204669921,28.939718079055936,20.72906435941523,1,DDoS
2024-11-17 23:04:38.801740,DEV-50,Actuator,HTTP,192.168.67.198,192.168.10.185,"(-37.416305, -14.340749)",650,POST,5.293338077033512,65.88293674688187,93.98318948094946,-0.4498752944084039,34.80522869909342,1,Malware
2024-10-06 07:01:38.801740,DEV-51,Sensor,OPC-UA,192.168.215.187,192.168.225.93,"(21.675939, -17.460781)",365,PUBLISH,1.1297883469851957,42.41794080445052,19.4831995028401,3.385522687367228,54.10512228305804,0,
2024-10-04 13:40:38.801740,DEV-52,Sensor,HTTP,192.168.88.241,192.168.229.10,"(31.002287, -31.790191)",63,POST,4.56701933471581,71.70116149282522,20.641672195325924,18.27614181401586,29.38429187596653,0,
2024-11-25 20:23:38.801740,DEV-53,Actuator,OPC-UA,192.168.37.8,192.168.251.176,"(70.021222, -99.289299)",291,SUBSCRIBE,1.4821628430665896,86.2619904987782,47.77357255654081,-12.831081381124104,27.618381440650374,0,
2024-10-05 07:01:38.801740,DEV-54,Sensor,OPC-UA,192.168.34.7,192.168.173.43,"(-30.845418, 36.029645)",826,PUBLISH,2.229144504920291,16.313799970301254,49.66972113919274,24.98860915836348,86.93493438130818,0,
2024-11-22 00:52:38.801740,DEV-55,Gateway,CoAP,192.168.134.110,192.168.189.35,"(-84.084934, 164.135722)",1419,SUBSCRIBE,1.7496784025886658,45.703155258925015,2.824986760373452,2.7603212361805163,14.505064080142628,1,Spoofing
2025-02-18 23:13:38.801740,DEV-56,Sensor,CoAP,192.168.20.30,192.168.90.69,"(-70.661489, -54.034434)",614,SUBSCRIBE,1.4627022389505369,41.39398903722303,15.6475191386231,24.290058701069412,49.546013317236024,1,Spoofing
2024-11-19 07:13:38.801740,DEV-57,Sensor,CoAP,192.168.203.146,192.168.153.201,"(49.204326, -170.085638)",947,PUBLISH,6.605687612485336,69.05901560092308,38.437327037513434,38.380483915137006,95.2824716936136,0,
2025-01-05 14:11:38.801740,DEV-58,Gateway,OPC-UA,192.168.212.216,192.168.76.56,"(-17.756621, 78.62951)",1413,POST,2.2856605412871227,25.736879060535006,68.68933865754336,-8.022206666379923,62.501324911604584,0,
2024-11-04 20:10:38.801740,DEV-59,Gateway,OPC-UA,192.168.205.42,192.168.100.164,"(12.183566, -82.040883)",141,GET,7.416990254915595,64.38484058027535,23.613427226361647,45.16111650401642,71.72054798944384,0,
2025-02-11 14:51:38.801740,DEV-60,Sensor,HTTP,192.168.78.142,192.168.149.42,"(15.318212, 94.110699)",1440,GET,7.759412202761527,87.87143493141731,42.878430177934504,17.148169874371064,43.12369913906071,0,
2024-09-25 14:18:38.801740,DEV-61,Sensor,OPC-UA,192.168.42.158,192.168.181.253,"(-75.365312, -98.488292)",1005,PUBLISH,4.570083759496779,42.39502837956864,56.17716140693022,44.60494356217778,1.9932167119719568,0,
2025-01-28 12:42:38.801740,DEV-62,Sensor,Modbus,192.168.40.104,192.168.8.213,"(-41.008433, -82.117135)",558,GET,1.1440089813258112,91.19055429794278,88.9706569677059,-5.4588942458755305,64.61303683672054,1,MITM
2024-12-10 07:43:38.801740,DEV-63,Actuator,Modbus,192.168.79.167,192.168.86.186,"(-4.277153, 59.718079)",825,SUBSCRIBE,2.99638594703665,99.32321015441437,33.280979730385205,22.319386522296632,63.1924281428124,0,
2024-12-24 07:16:38.801740,DEV-64,Actuator,OPC-UA,192.168.200.33,192.168.129.98,"(59.981537, 56.444926)",84,POST,6.381858106785712,11.503112944847254,14.222268320484869,8.272098212652331,11.04276364633331,1,Malware
2024-10-10 09:50:38.801740,DEV-65,Sensor,Modbus,192.168.158.223,192.168.143.12,"(-53.07867, 66.834411)",255,PUBLISH,2.9391258295765637,24.072265610501006,49.437950363863216,34.19555338092093,46.21597136246315,0,
2025-03-13 20:04:38.801740,DEV-66,Sensor,OPC-UA,192.168.122.29,192.168.250.163,"(6.026238, -143.859287)",1154,SUBSCRIBE,0.69613774642231,95.08759539672722,74.92543856672215,22.413626024930743,91.53289446656504,0,
2025-03-04 14:02:38.801740,DEV-67,Gateway,CoAP,192.168.125.44,192.168.85.26,"(-81.793715, 22.806632)",1461,SUBSCRIBE,4.4542792874255035,95.87444096165729,11.87611594822061,14.61608198708229,20.508483197197513,0,
2024-11-25 14:18:38.801740,DEV-68,Sensor,OPC-UA,192.168.222.59,192.168.122.156,"(53.485639, -84.491209)",1075,POST,6.760966811968278,10.673020263289091,43.04366567799908,43.90897845017061,46.10987546341103,1,
2024-10-02 00:44:38.801740,DEV-69,Sensor,CoAP,192.168.232.28,192.168.134.229,"(41.106672, 163.804828)",1071,POST,6.367411097148019,2.4848515373365316,2.7607289849858594,6.398194492017616,46.11031852005204,0,
2024-12-27 04:22:38.801740,DEV-70,Actuator,MQTT,192.168.158.89,192.168.221.172,"(65.69554, -2.29543)",1463,GET,1.400985121042826,16.948902302385804,4.322358983077862,-4.601385657127295,81.07614681476385,0,
2024-11-10 01:22:38.801740,DEV-71,Actuator,Modbus,192.168.61.6,192.168.20.139,"(-51.028178, -153.391164)",615,POST,5.382116915299734,99.60526555484259,48.812382958449895,22.567083079646416,82.45758703294446,0,
2025-02-15 16:11:38.801740,DEV-72,Actuator,MQTT,192.168.70.5,192.168.234.41,"(-44.811827, 15.985397)",1179,PUBLISH,1.7640341074851769,18.819962044458,30.521532516942013,23.68199060209696,75.92694196633919,0,
2025-01-10 03:02:38.801740,DEV-73,Gateway,Modbus,192.168.83.254,192.168.170.16,"(-71.328692, -176.248107)",752,PUBLISH,1.7456602764173779,50.75221306548029,84.6656226015358,10.73662351003128,36.54541591882737,1,Injection
2025-01-08 06:49:38.801740,DEV-74,Sensor,MQTT,192.168.177.132,192.168.66.5,"(-39.073361, 55.60301)",451,POST,6.992574186441481,84.99335491662059,60.61327630651897,14.062703058256766,7.203692501852011,0,
2025-02-25 21:03:38.801740,DEV-75,Actuator,OPC-UA,192.168.85.190,192.168.9.154,"(16.256677, 56.769992)",779,POST,1.9973516219218412,3.0197594581324276,45.939363212556046,47.168739000993,34.94829772240141,1,
2025-02-21 13:19:38.801740,DEV-76,Gateway,MQTT,192.168.64.137,192.168.194.102,"(48.898631, -162.878167)",211,SUBSCRIBE,2.1059787721440895,60.84440924358749,41.385601734375335,31.287998397776093,67.97912012713397,0,
2024-11-22 12:28:38.801740,DEV-77,Sensor,Modbus,192.168.60.15,192.168.240.194,"(-33.920905, 143.625056)",251,PUBLISH,0.005227126090396439,28.42551943809281,50.227302538766764,-12.257877396219609,70.27465744890765,0,
2024-12-31 18:57:38.801740,DEV-78,Sensor,HTTP,192.168.171.219,192.168.198.18,"(-60.921073, 148.266536)",1045,GET,6.965352273004141,86.37115672753343,5.003444290053473,-5.150895039057232,96.5000209476719,0,
2024-10-22 16:35:38.801740,DEV-79,Gateway,Modbus,192.168.139.32,192.168.138.192,"(-62.906016, 22.255648)",319,SUBSCRIBE,6.340758505673078,29.062653777143836,89.38654228564533,48.29036441048913,45.36412314437085,1,Injection
2025-01-23 22:47:38.801740,DEV-80,Sensor,HTTP,192.168.134.39,192.168.171.187,"(68.706038, 127.157686)",865,SUBSCRIBE,5.018631480725424,68.98881630790898,99.83201241766187,30.85258876554719,63.243558294029036,0,
2024-09-30 08:21:38.801740,DEV-81,Gateway,OPC-UA,192.168.254.233,192.168.217.208,"(76.64933, -34.488597)",1344,GET,6.002126111510738,67.7477436122923,18.967225361011167,44.053158830125724,53.91908707225317,0,
2024-09-26 00:40:38.801740,DEV-82,Gateway,Modbus,192.168.184.28,192.168.175.67,"(7.972424, -168.127063)",505,GET,1.2163885393959344,22.92786133710436,12.917913512687354,1.2703024792105424,15.061856011323737,0,
2025-01-16 01:34:38.801740,DEV-83,Actuator,MQTT,192.168.255.85,192.168.177.133,"(83.666948, 135.421567)",1325,POST,3.6665887567006035,4.445120786966662,15.214168881410927,31.93068020606146,46.1202472132136,0,
2024-10-29 04:10:38.801740,DEV-84,Gateway,OPC-UA,192.168.188.80,192.168.98.250,"(18.399912, -91.278791)",1066,POST,2.809755098790247,41.51570780475433,66.44167876520234,29.9801895966458,54.48351546889943,0,
2025-02-05 10:03:38.801740,DEV-85,Actuator,Modbus,192.168.130.52,192.168.144.136,"(-64.011697, 163.718318)",345,SUBSCRIBE,0.7502122100561319,29.6301220446211,66.4826430066267,0.6282989807562558,95.07496060422585,0,
2024-11-09 08:49:38.801740,DEV-86,Sensor,OPC-UA,192.168.59.116,192.168.42.230,"(48.547497, -87.185895)",769,PUBLISH,3.8890438817193926,81.08879721175715,84.94449206556268,18.557142781549373,36.653905440895606,1,Malware
2025-03-16 00:57:38.801740,DEV-87,Actuator,HTTP,192.168.1.22,192.168.43.163,"(71.157366, 156.432589)",387,PUBLISH,7.365917202741083,80.23605465707918,75.43081245419907,23.919057788920668,98.00991031079778,0,
2024-10-02 05:04:38.801740,DEV-88,Gateway,OPC-UA,192.168.6.125,192.168.58.11,"(-35.574585, -85.992072)",928,SUBSCRIBE,0.32047295240555584,46.24537126706992,45.51927766356464,13.67922675792255,54.23000740240844,0,
2025-02-20 09:24:38.801740,DEV-89,Actuator,MQTT,192.168.23.241,192.168.65.54,"(-61.931459, -158.431061)",1126,PUBLISH,2.331687307950351,61.044710306998674,61.67268079496657,37.90250946606089,24.246924330305752,1,MITM
2024-10-30 01:32:38.801740,DEV-90,Sensor,Modbus,192.168.186.196,192.168.124.38,"(-32.534732, -153.112632)",841,PUBLISH,1.6603274896456277,60.821692082705596,69.14018236643278,38.30083292585926,19.16643870158078,0,
2025-02-22 10:11:38.801740,DEV-91,Actuator,HTTP,192.168.76.91,192.168.90.191,"(-78.950986, -7.90007)",266,GET,1.9051732293255705,82.88865669433471,51.76091055823729,39.54203838110897,14.169491726023175,0,
2024-10-06 01:44:38.801740,DEV-92,Sensor,OPC-UA,192.168.18.214,192.168.33.78,"(87.186577, -145.379389)",813,POST,7.267476415035002,43.07523899819655,48.08944746071203,36.23964983687139,45.293287057345296,1,Malware
2024-11-25 21:15:38.801740,DEV-93,Gateway,CoAP,192.168.114.164,192.168.121.44,"(60.720018, 154.131356)",237,POST,3.744552433874321,28.269221299260398,64.86464711862267,14.165843403800125,2.192642978892323,1,
2024-11-07 06:57:38.801740,DEV-94,Actuator,HTTP,192.168.127.213,192.168.38.4,"(-72.055919, 151.481052)",429,SUBSCRIBE,3.7303953035185504,27.2384568959142,56.18998034858972,6.700680870430503,44.50452833148654,0,
2024-12-09 05:26:38.801740,DEV-95,Sensor,HTTP,192.168.163.138,192.168.6.174,"(-21.211636, -151.258507)",542,GET,6.0846051396422585,54.08303564893821,64.75028822825513,38.19633986000594,98.84046921559462,0,
2025-01-11 09:48:38.801740,DEV-96,Sensor,MQTT,192.168.39.190,192.168.36.79,"(51.696799, -144.402465)",1114,PUBLISH,1.2359376320394064,45.46567207048904,61.67262262237302,14.314102098938676,67.01067957222666,0,
2025-02-16 12:45:38.801740,DEV-97,Actuator,MQTT,192.168.61.26,192.168.235.169,"(36.340217, -148.892255)",1230,SUBSCRIBE,3.8981228328004063,44.57195632750868,72.20045949085181,-2.754002096041269,75.97861212004047,1,Spoofing
2024-11-23 02:26:38.801740,DEV-98,Actuator,OPC-UA,192.168.91.114,192.168.54.62,"(-0.807769, -106.819857)",64,SUBSCRIBE,3.439881712968478,10.022596569881015,64.63754736950473,15.514047262555138,11.900539071826255,0,
2024-10-17 07:06:38.801740,DEV-99,Actuator,CoAP,192.168.23.205,192.168.28.71,"(-65.658314, 73.953114)",114,PUBLISH,4.775285524373249,72.14177032832937,52.45450615728946,-10.070512465653053,47.31008614900908,0,
2024-11-24 01:48:38.801740,DEV-100,Actuator,HTTP,192.168.35.238,192.168.102.41,"(14.934019, -68.602654)",570,POST,7.996461626003509,22.15993211020916,68.49788431715426,28.414064341915918,28.62231010257139,0,
2024-11-21 08:40:38.801740,DEV-101,Actuator,OPC-UA,192.168.144.159,192.168.95.46,"(62.567258, -174.159417)",1417,PUBLISH,6.155591152656377,20.498409390663415,45.498714553357374,3.5144897136734414,89.40975279890293,0,
2024-10-25 19:49:38.801740,DEV-102,Sensor,CoAP,192.168.167.44,192.168.46.1,"(-65.635423, 146.2364)",1202,SUBSCRIBE,3.1829256241394175,41.86307370746195,24.925451371287505,-1.7538841086781964,18.12924720139125,0,
2025-01-17 16:30:38.801740,DEV-103,Gateway,OPC-UA,192.168.233.4,192.168.221.119,"(30.421243, -178.449082)",697,POST,6.620424418192376,23.550055820162342,1.1404037932576305,46.955612236432145,45.873332713674195,0,
2024-11-05 06:54:38.801740,DEV-104,Sensor,HTTP,192.168.188.102,192.168.107.25,"(84.7169, 7.47163)",1136,SUBSCRIBE,1.3656669064998415,58.80196846349352,56.43645056743848,34.381669703081535,58.80477183456377,0,
2025-01-23 10:45:38.801740,DEV-105,Actuator,OPC-UA,192.168.149.155,192.168.40.198,"(54.540767, -148.224636)",1212,GET,0.243709490471681,37.77487059411268,59.47486743425546,35.094865190675215,51.40410915785326,1,
2025-03-07 04:46:38.801740,DEV-106,Actuator,MQTT,192.168.124.237,192.168.164.98,"(-73.437185, -132.292796)",642,POST,1.6355869797141844,45.44226053668622,97.23284751279571,23.66053784954284,83.02435279704073,0,
2025-01-20 02:55:38.801740,DEV-107,Gateway,MQTT,192.168.188.252,192.168.243.101,"(6.051186, 126.390382)",441,SUBSCRIBE,2.7232924489140773,54.17976283879886,36.786355075333276,38.7420967357208,23.14531713196404,0,
2025-01-13 15:46:38.801740,DEV-108,Actuator,Modbus,192.168.100.125,192.168.253.95,"(-36.166689, -130.781722)",468,SUBSCRIBE,4.084646059676479,21.15001672569868,40.019191040002866,33.14137368143669,37.739111042369125,1,MITM
2024-09-30 16:25:38.801740,DEV-109,Gateway,CoAP,192.168.77.3,192.168.240.147,"(-2.775802, 70.992137)",338,GET,4.921033124329599,16.41941066368745,20.97815855287683,21.914159289353158,79.20842965739526,0,
2025-01-06 13:48:38.801740,DEV-110,Actuator,HTTP,192.168.209.12,192.168.31.226,"(49.06927, 38.725914)",428,PUBLISH,7.284845737715374,88.16176838448688,7.982895228494869,47.27870812962021,52.807141173680485,0,
2025-01-11 06:43:38.801740,DEV-111,Sensor,CoAP,192.168.119.177,192.168.94.3,"(84.555507, -8.48273)",280,POST,4.078832076403661,43.93864658031068,77.50764479331232,-6.588353522090388,40.21173856479573,1,Brute Force
2024-10-18 20:10:38.801740,DEV-112,Gateway,MQTT,192.168.4.171,192.168.40.90,"(1.813754, -3.290581)",1067,SUBSCRIBE,4.010205157005835,41.79726735362138,25.718425369593177,46.03658032963257,2.9442514744831505,0,
2024-12-23 22:09:38.801740,DEV-113,Sensor,HTTP,192.168.0.192,192.168.101.134,"(-36.978475, -25.666817)",90,SUBSCRIBE,0.40194407858385706,4.525602877011306,61.281581241973754,8.100671339920545,75.33854240156094,1,Spoofing
2025-01-28 10:04:38.801740,DEV-114,Actuator,Modbus,192.168.157.53,192.168.73.96,"(18.935335, -94.016837)",1101,SUBSCRIBE,0.2792924212497905,50.29965395615193,69.08953051900266,16.98792883810406,97.21820779667603,0,
2024-11-01 06:03:38.801740,DEV-115,Sensor,MQTT,192.168.105.121,192.168.63.38,"(51.951244, -151.311208)",184,SUBSCRIBE,4.4092796953309765,55.86280243948901,47.65243204187312,-11.408247631898373,62.028700948851004,0,
2024-10-17 10:22:38.801740,DEV-116,Sensor,MQTT,192.168.214.251,192.168.96.95,"(75.234723, -0.245869)",250,PUBLISH,3.505428905986756,56.325246224511986,87.75885918969198,17.80752072452536,85.65412206887946,0,
2024-12-10 20:06:38.801740,DEV-117,Sensor,CoAP,192.168.30.72,192.168.164.116,"(20.639916, -139.96845)",829,PUBLISH,6.713443159842389,70.99608576296555,44.93568925699315,22.784472630073537,51.68757431949261,0,
